,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
2343,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,183264744,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,229687,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,637.0,English,USA,PG-13,140375000.0,2010,1000.0,5.8,2.35,15000.0
2344,Color,James L. Brooks,168.0,121.0,274.0,157.0,Domenick Lombardozzi,273.0,33928772,Comedy|Drama|Romance,Shelley Conn,How Do You Know ,35066,993,Teyonah Parris,4.0,embarrassment|falling in love|love|love triangle|revelation,196.0,English,USA,PG-13,134760000.0,2010,216.0,5.3,1.85,
2345,Color,James Mangold,283.0,117.0,446.0,877.0,Marc Blucas,10000.0,85818148,Action|Comedy|Romance,Tom Cruise,Knight and Day ,148280,12731,Jordi Mollà,0.0,chase|fbi|garage|spy|surveillance,348.0,English,USA,PG-13,131391000.0,2010,973.0,6.3,2.35,11000.0
2346,Color,Rob Letterman,184.0,85.0,11.0,116.0,Catherine Tate,480.0,48037738,Adventure|Comedy|Family|Fantasy,James Corden,Gulliver's Travels ,53160,1173,Olly Alexander,1.0,bermuda triangle|box office hit|shipwrecked|travel|travel writer,121.0,English,USA,PG,125776000.0,2010,392.0,4.9,2.35,
2347,Color,Phillip Noyce,330.0,101.0,176.0,282.0,Andre Braugher,11000.0,132863666,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,Salt ,245621,12406,August Diehl,1.0,cia|on the run|russian|russian spy|strong female lead,514.0,English,USA,PG-13,123530000.0,2010,702.0,6.4,2.35,23000.0
2348,Color,Paul Weitz,180.0,98.0,80.0,708.0,Blythe Danner,22000.0,166634984,Comedy|Romance,Robert De Niro,Little Fockers ,85531,24082,Teri Polo,10.0,birthday|critically bashed|male nurse|nurse|suspicion,152.0,English,USA,PG-13,112300000.0,2010,713.0,5.5,1.85,
2349,Color,Adam McKay,265.0,116.0,285.0,107.0,Will Ferrell,12000.0,133884035,Action|Comedy|Crime,Dwayne Johnson,The Other Guys ,189806,20233,Derek Jeter,2.0,capitalist|detective|investigation|new york city|police,316.0,English,USA,PG-13,112300000.0,2010,8000.0,6.7,2.35,16000.0
2350,Color,Michael Patrick King,221.0,146.0,127.0,722.0,Liza Minnelli,962.0,107054396,Comedy|Drama|Romance,Chris Noth,Sex and the City 2 ,59581,4555,Kristin Davis,4.0,abu dhabi|box office hit|muslim|nanny|united arab emirates,293.0,English,USA,R,112300000.0,2010,740.0,4.3,1.85,
2351,Color,Tony Scott,316.0,98.0,12000.0,1000.0,Rosario Dawson,18000.0,91589048,Action|Thriller,Denzel Washington,Unstoppable ,149947,25780,Ethan Suplee,1.0,freight train|race against time|runaway train|train|train engineer,326.0,English,USA,PG-13,112300000.0,2010,3000.0,6.8,2.35,18000.0
2352,Color,Florian Henckel von Donnersmarck,321.0,103.0,207.0,3000.0,Angelina Jolie Pitt,40000.0,75949789,Action|Romance|Thriller,Johnny Depp,The Tourist ,176598,55175,Rufus Sewell,0.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,374.0,English,USA,PG-13,112300000.0,2010,11000.0,6.0,2.35,25000.0
2353,Color,Florian Henckel von Donnersmarck,321.0,103.0,207.0,3000.0,Angelina Jolie Pitt,40000.0,75949789,Action|Romance|Thriller,Johnny Depp,The Tourist ,176606,55175,Rufus Sewell,0.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,374.0,English,USA,PG-13,112300000.0,2010,11000.0,6.0,2.35,25000.0
2354,Color,Brad Peyton,91.0,82.0,62.0,615.0,Sean Hayes,975.0,48935529,Action|Comedy|Family|Fantasy,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,Katt Williams,0.0,cartoon on tv|cat|dog|kitty|special agent,63.0,English,USA,PG,95455000.0,2010,760.0,4.3,1.85,
2355,Color,Dennis Dugan,179.0,102.0,221.0,4000.0,Adam Sandler,12000.0,181927331,Comedy,Steve Buscemi,Grown Ups ,181443,28497,Salma Hayek,4.0,basketball|coach|daughter|high school|high school basketball,311.0,English,USA,PG-13,89840000.0,2010,11000.0,6.0,1.85,12000.0
2356,Color,Martin Scorsese,490.0,138.0,17000.0,163.0,Joseph Sikora,29000.0,143708518,Mystery|Thriller,Leonardo DiCaprio,Shutter Island ,786092,29585,Nellie Sciutto,0.0,female prisoner|plot twist|self delusion|surprise ending|year 1954,964.0,English,USA,R,89840000.0,2010,223.0,8.1,2.35,53000.0
2357,Color,Sylvester Stallone,424.0,113.0,13000.0,5000.0,Sylvester Stallone,26000.0,115648304,Action|Adventure|Thriller,Jason Statham,The Expendables ,270226,46355,Jet Li,9.0,action hero|assassination attempt|explosion|machine gun|rescue mission,741.0,English,USA,R,89840000.0,2010,13000.0,6.5,2.35,57000.0
2358,Color,Eric Brevig,143.0,80.0,40.0,375.0,Tom Cavanagh,3000.0,112489863,Adventure|Animation|Comedy|Family,Justin Timberlake,Yogi Bear ,16385,4394,Josh Robert Thompson,0.0,bear|mayor|park|sabotage|yogi bear,100.0,English,USA,PG,89840000.0,2010,642.0,4.6,1.85,
2359,Color,Albert Hughes,325.0,118.0,117.0,10000.0,Mila Kunis,18000.0,106485899,Action|Adventure|Drama|Thriller,Denzel Washington,The Book of Eli ,227072,44797,Gary Oldman,0.0,blind|book|long take|post apocalypse|water,560.0,English,USA,R,89840000.0,2010,15000.0,6.9,2.35,20000.0
2360,Color,Zack Snyder,188.0,101.0,,577.0,Richard Roxburgh,2000.0,62521152,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,Anthony LaPaglia,1.0,barn owl|escape|owl|ruler|soldier,160.0,English,USA,PG,89840000.0,2010,653.0,7.0,2.35,16000.0
2361,Color,Robert Luketic,140.0,100.0,126.0,925.0,Lisa Ann Walter,19000.0,52781544,Action|Comedy|Romance|Thriller,Tom Selleck,Killers ,72867,25206,Catherine O'Hara,2.0,hired killer|marriage|neighbor|on the run|store clerk,120.0,English,USA,PG-13,84225000.0,2010,1000.0,5.4,2.35,
2362,Color,Oliver Stone,297.0,136.0,,17.0,Austin Pendleton,903.0,58928993,Drama,Frank Langella,Wall Street: Money Never Sleeps ,84118,1579,John Buffalo Mailer,2.0,corporate greed|crisis|economy|greed|mentor,245.0,English,USA,PG-13,78610000.0,2010,592.0,6.3,2.35,13000.0
2363,Color,Pierre Coffin,304.0,87.0,275.0,975.0,Miranda Cosgrove,7000.0,282436347,Animation|Comedy|Family,Steve Carell,Despicable Me ,385943,11608,Jack McBrayer,0.0,girl|minion|moon|pyramid|white picket fence,296.0,English,USA,PG,77487000.0,2010,2000.0,7.7,1.85,31000.0
2364,Color,David Slade,293.0,124.0,171.0,10000.0,Kristen Stewart,21000.0,337487455,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Eclipse ,184637,52547,Anna Kendrick,3.0,friendship|graduation|revenge|vampire|werewolf,498.0,English,USA,PG-13,76364000.0,2010,17000.0,4.9,2.35,29000.0
2365,Color,Todd Phillips,307.0,95.0,480.0,490.0,RZA,21000.0,112803663,Comedy|Drama,Robert Downey Jr.,Due Date ,272789,23018,Matt Walsh,3.0,actor|aspiring actor|birth|misadventure|suitcase,285.0,English,USA,R,72995000.0,2010,561.0,6.6,2.35,25000.0
2366,Color,Ryan Murphy,213.0,140.0,708.0,745.0,Julia Roberts,11000.0,90484613,Drama|Romance,James Franco,Eat Pray Love ,63493,20440,Billy Crudup,1.0,divorce|emotional balance|female protagonist|indonesia|inner peace,302.0,English,USA,PG-13,67380000.0,2010,8000.0,5.7,1.85,26000.0
2367,Color,Edgar Wright,393.0,112.0,1000.0,719.0,Kieran Culkin,10000.0,35368065,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen Wong,0.0,band|dating|high school|hipster|rock band,522.0,English,USA,PG-13,67380000.0,2010,1000.0,7.5,1.85,36000.0
2368,Color,Robert Schwentke,315.0,111.0,124.0,357.0,Morgan Freeman,13000.0,101470750,Action|Comedy|Crime|Thriller,Bruce Willis,RED ,238916,24928,Jaqueline Fleming,4.0,cia|female assassin|interrogation|office cubicle|spy,328.0,English,USA,PG-13,65134000.0,2010,11000.0,7.1,2.35,32000.0
2369,Color,Shawn Levy,247.0,101.0,189.0,7000.0,James Franco,15000.0,110852906,Comedy|Crime|Romance|Thriller,Mila Kunis,Date Night ,127571,39822,Steve Carell,2.0,city|new york city|night|reservation|restaurant,207.0,English,USA,PG-13,61765000.0,2010,11000.0,6.3,2.35,
2370,Color,Steve Antin,197.0,119.0,59.0,676.0,Peter Gallagher,2000.0,44291855,Drama|Music|Musical|Romance,Eric Dane,Burlesque ,61680,4315,David Walton,1.0,burlesque|dancer|iowa|small town girl|stage,222.0,English,USA,PG-13,61765000.0,2010,828.0,6.4,2.35,19000.0
2371,Color,Garry Marshall,186.0,125.0,,11000.0,Taylor Lautner,14000.0,124065419,Comedy|Romance,Bradley Cooper,Valentine's Day ,95437,45696,Anne Hathaway,12.0,flower|indian restaurant|tv station|valentine|valentine's day,211.0,English,USA,PG-13,58396000.0,2010,12000.0,5.7,1.85,9000.0
2372,Color,Tom Dey,98.0,87.0,9.0,1000.0,Judy Greer,15000.0,37781606,Comedy|Family,Emma Stone,Marmaduke ,11257,20061,Steve Coogan,0.0,dog|great dane|rivalry|talking animal|talking cat,65.0,English,USA,PG,56150000.0,2010,2000.0,4.2,2.35,
2373,Color,Clint Eastwood,315.0,129.0,16000.0,447.0,Jay Mohr,13000.0,36768812,Drama|Fantasy,Matt Damon,Hereafter ,80140,14344,Cécile De France,0.0,death|france|near death experience|tsunami|twin brother,323.0,English,USA,PG-13,56150000.0,2010,563.0,6.5,2.35,16000.0
2374,Color,Jimmy Hayward,178.0,81.0,39.0,364.0,Billy Blair,13000.0,11835761,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Jonah Hex ,45729,14619,Julia Jones,1.0,confederate|death|independence day|military|terrorist,176.0,English,USA,PG-13,52781000.0,2010,541.0,4.7,2.35,
2375,Color,Burr Steers,117.0,99.0,23.0,135.0,Charlie Tahan,405.0,34966794,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud ,47364,1066,Valerie Tian,1.0,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,75.0,English,USA,PG-13,49412000.0,2010,268.0,6.5,2.35,
2376,Color,David Fincher,556.0,120.0,21000.0,81.0,Dustin Fitzsimons,10000.0,108838798,Biography|Drama,Andrew Garfield,The Social Network ,479453,10555,Marcella Lentz-Pope,0.0,competitiveness|creator|entrepreneur|facebook|intellectual property,696.0,English,USA,PG-13,44920000.0,2010,349.0,7.7,2.35,74000.0
2377,Color,Andy Tennant,161.0,110.0,72.0,789.0,Dorian Missick,18000.0,75309759,Action|Comedy|Romance,Gerard Butler,The Bounty Hunter ,96565,21554,Peter Greene,1.0,bounty hunter|death|murder|police officer|reporter,135.0,English,USA,PG-13,44920000.0,2010,1000.0,5.5,2.35,
2378,Color,Nimród Antal,351.0,107.0,190.0,520.0,Alice Braga,2000.0,58396772,Action|Adventure|Sci-Fi|Thriller,Topher Grace,Predators ,171418,4243,Derek Mears,0.0,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,619.0,English,USA,R,44920000.0,2010,1000.0,6.4,2.35,17000.0
2379,Color,Roger Michell,212.0,107.0,50.0,58.0,Patti D'Arbanville,293.0,34805749,Comedy|Drama|Romance,Noah Bean,Morning Glory ,58871,621,Vanessa Aspillaga,0.0,job offer|roller coaster|slow motion action scene|slow motion sequence|television,156.0,English,USA,PG-13,44920000.0,2010,117.0,6.5,2.35,
2380,Color,Ethan Coen,493.0,110.0,1000.0,538.0,Jeff Bridges,13000.0,192068202,Adventure|Drama|Western,Matt Damon,True Grit ,240962,25964,Bruce Green,0.0,arkansas|murder|sheriff|texas ranger|u.s. marshal,724.0,English,USA,PG-13,42674000.0,2010,12000.0,7.7,2.35,36000.0
2381,Color,Ben Affleck,378.0,150.0,,206.0,Jon Hamm,10000.0,103510542,Crime|Drama|Thriller,Jeremy Renner,The Town ,280228,14296,Owen Burke,7.0,bank manager|bank robbery|criminal gang|heist|prison,420.0,English,USA,R,41551000.0,2010,4000.0,7.6,2.35,29000.0
2382,Color,Kevin Smith,203.0,107.0,,574.0,Tracy Morgan,13000.0,50386032,Action|Comedy|Crime,Bruce Willis,Cop Out ,75347,14483,Kevin Pollak,2.0,baseball card|detective|partner|thief|wedding,176.0,English,USA,R,41551000.0,2010,642.0,5.6,2.35,
2383,Color,Steve Pink,265.0,101.0,38.0,318.0,Collette Wolfe,496.0,56389894,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,139184,1272,Crystal Lowe,8.0,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,243.0,English,USA,R,40428000.0,2010,390.0,6.4,1.85,12000.0
2384,Color,Randall Wallace,160.0,123.0,130.0,426.0,Kevin Connolly,826.0,67042553,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,20827,2259,Dylan Walsh,0.0,eccentric|horse racing|newspaper clipping|stallion|triple crown,136.0,English,USA,PG,39305000.0,2010,638.0,7.2,2.35,
2385,Color,Alan Poul,148.0,104.0,16.0,584.0,Noureen DeWulf,1000.0,42091434,Comedy|Romance,Danneel Ackles,The Back-up Plan ,40654,3356,Tom Bosley,0.0,artificial insemination|baby|cheese|chick flick|pet shop,97.0,English,USA,PG-13,39305000.0,2010,700.0,5.3,2.35,
2386,Color,Paul Haggis,239.0,133.0,549.0,343.0,Daniel Stern,10000.0,23728257,Crime|Drama|Romance|Thriller,Olivia Wilde,The Next Three Days ,146364,11799,Aisha Hinds,0.0,argument|evidence|fingerprints|murder|murder weapon,237.0,English,USA,PG-13,39305000.0,2010,796.0,7.4,2.35,27000.0
2387,Color,Roger Kumble,101.0,92.0,16.0,734.0,Brooke Shields,3000.0,19760595,Comedy|Family,Brendan Fraser,Furry Vengeance ,12399,6327,Matt Prokop,1.0,animal|bear|land developer|real estate|real estate developer,84.0,English,USA,PG,39305000.0,2010,1000.0,3.8,1.85,
2388,Color,Nanette Burstein,167.0,102.0,8.0,472.0,Kelli Garner,839.0,19986385,Comedy|Romance,Rob Riggle,Going the Distance ,50523,2961,Jim Gaffigan,0.0,bar|job|long distance relationship|male pubic hair|pubic hair,113.0,English,USA,R,35936000.0,2010,730.0,6.3,2.35,
2389,Color,Miguel Sapochnik,197.0,119.0,238.0,447.0,RZA,1000.0,15455994,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men ,87768,2925,Yvette Nicole Brown,0.0,artificial organ|best friend|enforcer|future|near future,187.0,English,USA,R,35936000.0,2010,561.0,6.3,2.35,12000.0
2390,Color,Tom Vaughan,126.0,106.0,12.0,946.0,Brendan Fraser,11000.0,13312821,Drama,Harrison Ford,Extraordinary Measures ,14281,17560,Alan Ruck,2.0,cure|disease|imagination|race against time|venture capital,64.0,English,USA,PG,34813000.0,2010,3000.0,6.5,1.85,
2391,Color,Gary Winick,159.0,105.0,56.0,22.0,Marcia DeBonis,898.0,59543211,Comedy|Drama|Romance,Vanessa Redgrave,Letters to Juliet ,74630,1026,Luisa Ranieri,1.0,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,156.0,English,USA,PG,33690000.0,2010,60.0,6.5,2.35,13000.0
2392,Color,Jon M. Chu,138.0,107.0,209.0,357.0,Stephen Boss,2000.0,47598938,Drama|Music|Romance,Alyson Stoner,Step Up 3D ,47297,4059,Facundo Lombard,0.0,dance|dance crew|dancer|mortgage|new york city,86.0,English,USA,PG-13,33690000.0,2010,594.0,6.2,1.85,16000.0
2393,Color,Edward Zwick,219.0,112.0,380.0,2000.0,Anne Hathaway,15000.0,36337508,Comedy|Drama|Romance,Jake Gyllenhaal,Love & Other Drugs ,143368,31278,Judy Greer,0.0,female nudity|male objectification|pfizer|viagra|zoloft,215.0,English,USA,R,33690000.0,2010,11000.0,6.7,1.85,24000.0
2394,Color,Brian Levant,97.0,94.0,32.0,453.0,Amber Valletta,1000.0,27253893,Action|Comedy|Family,Madeline Carroll,The Spy Next Door ,29971,3436,George Lopez,4.0,chinese|cia|single mother|spy|terrorist,71.0,English,USA,PG,31444000.0,2010,626.0,5.4,1.85,
2395,Color,Scott Stewart,226.0,100.0,124.0,534.0,Kate Walsh,2000.0,45108753,Action|Fantasy|Horror,Dennis Quaid,Legion ,80870,3889,Charles S. Dutton,0.0,angel|diner|faith|human race|religious faith,315.0,English,USA,R,29198000.0,2010,850.0,5.2,2.35,
2396,Color,David O. Russell,410.0,116.0,737.0,141.0,Jack McGee,23000.0,105081134,Biography|Drama|Sport,Christian Bale,The Fighter ,275869,23811,Melissa McMeekin,2.0,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,389.0,English,USA,R,28075000.0,2010,238.0,7.9,2.35,36000.0
2397,,Lasse Hallström,162.0,108.0,529.0,690.0,Henry Thomas,17000.0,89856667,Drama|Romance|War,Channing Tatum,Dear John ,104356,19945,Scott Porter,,army|coin collector|love|surfboard|u.s. army,186.0,English,USA,PG-13,28075000.0,2010,861.0,6.3,2.35,14000.0
2398,Color,Troy Nixey,298.0,99.0,24.0,155.0,Alan Dale,3000.0,26999716,Fantasy|Horror|Thriller,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1.0,basement|creature|disappearance|interior designer|mansion,250.0,English,USA,R,28075000.0,2010,441.0,5.6,1.85,10000.0
2399,Color,Sylvain White,213.0,97.0,41.0,619.0,Jason Patric,11000.0,26421893,Action|Crime|Drama|Mystery|Thriller,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1.0,hacking|hijacking|martial arts|revenge|special forces,165.0,English,USA,PG-13,28075000.0,2010,673.0,6.4,2.35,
2400,Color,Wes Craven,160.0,107.0,,255.0,Emily Meade,798.0,16437901,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2.0,evil|killer|murder|psychopath|serial killer,136.0,English,USA,R,28075000.0,2010,374.0,4.8,2.35,
2401,Color,Wes Craven,160.0,107.0,,255.0,Emily Meade,798.0,16437901,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2.0,evil|killer|murder|psychopath|serial killer,136.0,English,USA,R,28075000.0,2010,374.0,4.8,2.35,
2402,Color,Robert Redford,199.0,122.0,,939.0,Tom Wilkinson,18000.0,12957403,Crime|Drama|History,Robin Wright,The Conspirator ,23696,21163,Stephen Root,0.0,john wilkes booth|lawyer|lincoln assassination|trial|truth,135.0,English,USA,PG-13,28075000.0,2010,1000.0,7.0,2.35,
2403,Color,Taylor Hackford,49.0,117.0,138.0,416.0,Bai Ling,908.0,151497,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,Love Ranch ,2395,3204,Gil Birmingham,9.0,argentine|brothel|cancer|female full frontal nudity|fight,17.0,English,USA,R,28075000.0,2010,581.0,5.7,1.78,636.0
2404,Color,Alexandre Aja,365.0,88.0,192.0,847.0,Kelly Brook,3000.0,28078449,Comedy|Horror,Adam Scott,Piranha 3D ,72552,5737,Jessica Szohr,0.0,bloody water|boat|party|piranha|spring break,374.0,English,USA,R,26952000.0,2010,859.0,5.5,2.35,13000.0
2405,Color,George Tillman Jr.,196.0,98.0,88.0,706.0,Tom Berenger,12000.0,26082698,Action|Crime|Drama|Thriller,Dwayne Johnson,Faster ,80574,14699,Mike Epps,1.0,gun|prison|reference to god|reference to jesus christ|vengeance,157.0,English,USA,R,26952000.0,2010,854.0,6.5,2.35,12000.0
2406,Color,Doug Liman,214.0,108.0,218.0,405.0,Ty Burrell,6000.0,10700047,Biography|Drama|Thriller,Naomi Watts,Fair Game ,38513,10191,Brooke Smith,2.0,bush administration|cia|interview|iraq|new york times,127.0,English,USA,PG-13,24706000.0,2010,3000.0,6.8,2.35,9000.0
2407,Color,Woody Allen,223.0,98.0,11000.0,557.0,Naomi Watts,12000.0,3647297,Comedy|Drama|Romance,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,36145,19310,Ewen Bremner,0.0,call girl|charlatan|fortune teller|manuscript|writer,108.0,English,USA,R,24706000.0,2010,6000.0,6.3,1.85,
2408,Color,John Curran,138.0,105.0,43.0,827.0,Milla Jovovich,22000.0,2016934,Drama|Thriller,Robert De Niro,Stone ,34985,37766,Frances Conroy,1.0,arsonist|blood splatter on face|deception|parole|parole officer,135.0,English,USA,R,24706000.0,2010,14000.0,5.4,2.35,
2409,Color,Jeff Tremaine,156.0,101.0,79.0,218.0,Steve-O,608.0,131642856,Action|Comedy|Documentary,Bam Margera,Jackass 3D ,47794,1787,Chris Pontius,1.0,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,81.0,English,USA,R,22460000.0,2010,362.0,7.1,1.78,
2410,Color,Julie Anne Robinson,123.0,107.0,30.0,318.0,Bobby Coleman,742.0,70674649,Drama|Family|Music|Romance,Kelly Preston,The Last Song ,62421,2341,Melissa Ordway,1.0,beach|fire|love|pianist|summer,185.0,English,USA,PG,22460000.0,2010,360.0,5.8,2.35,10000.0
2411,Color,Tyler Perry,40.0,121.0,,721.0,Cicely Tyson,2000.0,67461525,Comedy|Drama|Romance,Michael Jai White,Why Did I Get Married Too? ,7664,6657,Tasha Smith,8.0,question mark in title|returning character killed off|sequel|six word title|writer director,68.0,English,USA,PG-13,22460000.0,2010,907.0,4.4,1.85,
2412,Color,John Luessenhop,119.0,107.0,34.0,1000.0,Hayden Christensen,23000.0,64847320,Action|Crime|Thriller,Paul Walker,Takers ,46961,31529,Jay Hernandez,5.0,armored car|bank|falling out among thieves|heist|planning,132.0,English,USA,PG-13,22460000.0,2010,4000.0,6.2,2.35,
2413,Color,Breck Eisner,308.0,101.0,42.0,219.0,Glenn Morshower,991.0,43913093,Horror|Thriller,Radha Mitchell,The Crazies ,93272,2609,John Aylward,0.0,deputy|iowa|rural setting|sheriff|survival,251.0,English,USA,R,22460000.0,2010,894.0,6.5,2.35,
2414,Color,Jason Friedberg,122.0,82.0,82.0,354.0,Dave Foley,759.0,41167055,Comedy,Diedrich Bader,Vampires Suck ,39095,2898,Anneliese van der Pol,7.0,cat|friend|love|sheriff|teenager,187.0,English,USA,PG-13,22460000.0,2010,401.0,3.5,1.85,16000.0
2415,Color,Anton Corbijn,333.0,105.0,210.0,101.0,Thekla Reuten,978.0,39974562,Crime|Drama|Thriller,Violante Placido,The American ,79461,1454,Filippo Timi,1.0,ambush|assassin|priest|prostitute|sweden,463.0,English,USA,R,22460000.0,2010,191.0,6.3,2.35,10000.0
2416,Color,Jim Field Smith,180.0,104.0,14.0,756.0,Kim Shaw,2000.0,35469642,Comedy|Romance,Mike Vogel,She's Out of My League ,101730,5707,Geoff Stults,1.0,airport|airport security|confidence|iphone|love,131.0,English,USA,R,22460000.0,2010,934.0,6.4,2.35,
2417,Color,John Madden,258.0,113.0,108.0,22.0,Jesper Christensen,1000.0,34977598,Drama|Thriller,Tom Wilkinson,The Debt ,55441,1136,Romi Aboulafia,3.0,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,165.0,English,USA,R,22460000.0,2010,100.0,6.9,2.35,
2418,Color,Andy Fickman,91.0,105.0,99.0,518.0,James Wolk,2000.0,28836170,Comedy|Family|Romance,Jamie Lee Curtis,You Again ,41273,4813,Christine Lakin,6.0,dancing|dog|flight|hostility|travel,136.0,English,USA,PG,22460000.0,2010,938.0,5.8,2.35,
